12,Associated Marine Institute Tampa,"2 programs in Hillsborough County. Kids sent from the school system. Goal is to change and motivate kids provide tools they need to be successful. Nonresidential average stay is 6 months. Residential average stay 9-18 months. Day Treatment Programs (Non-Violent Referrals), Staff home visits, One to seven staff to student ratio, Comprehensive Counseling & Case Treatment Services, 8:30-3:30 schedule, 90 day aftercare programming, Student tracking/curfew monitoring. Residential Programs (More Restrictive Supervision Referrals), One to seven staff to student ratio, 24/7 supervision, Comprehensive Counseling & Case Treatment Services, Length of stay 6-8 months, 90 day aftercare and independent living program, Student and staff home visits. Serious Offender & Serious Violent Offender Programs (Felonies), Comprehensive Counseling & Case Treatment Services, One to three staff to student ratio 180day aftercare, Staff home visits and parental site visits, Length of stay twelve to eighteen months, including aftercare, 24-hour awake supervision, 365 days a year. Infinity Schools (5 Alternative Schools in Florida, Illinois, and South Carolina), Typical referral, middle or high school kids expelled from local public schools, Extended schedules and year-round school calendar with one week breaks between sessions, Key components: Education, values development, character building, discipline, family involvement, mentoring, Small class sizes (10-15 students), Standardized testing and independent study projects, Community involvement, Special Education curricula available (Chicago, Il) for students with severe behavior disorders and learning disabilities Children 12-16 during the day, 12-19 during night813-887-3300 1730 Maritime Boulevard Tampa, FL 33605","1730 Maritime Boulevard Tampa, FL 33605",27.935415,-82.436394,http://localhost:3000/blue_ribbon/partners/12.json
24,"BIHPI Get Smart (Black Infant Health Practice Initiative - REACHUP, Inc.)","The Community Engagement and Mobilization to Support Family Strengthening Project is designed to provide parents, community and faith organizations, providers and other stakeholders with necessary skills, opportunities, relationships, networks, and fortification to raise their children successfully. For BIHPI get Smart, the ultimate goal would of the Safe Baby Campaign is to educate 150 residents with the Safe Baby Campaign updated, Save Our Babies Toolkit with DVD in order increase the number of parents demonstrating positive parent/child or family interactions as evidenced by a decrease in the number of infant deaths attributed to SIDS, SUIDS, and homicides. 24/7 Dad Curriculum is designed to increase pro-fathering knowledge, skills, and attitudes, while decreasing anti-fathering knowledge, skills, and attitudes thereby decreasing the social, emotional, and physical ills of their children.813-712-6300 2902 North Armenia Avenue Tampa, FL 33607Fathers of children Birth-8 years of age and male partners of prenatal and post-partum women in East Tampa","2902 North Armenia Avenue Tampa, FL 33607",27.9662029,-82.485028,http://localhost:3000/blue_ribbon/partners/24.json
26,BNET Behavioral Health Network,"BNET provides in-home mental health counseling and clinical case management services to children who are struggling to succeed in society due to ongoing, serious mental health issues. We assist with medication management, school issues (e.g. attend IEP meetings), and advocate for services on behalf of the child. We can help identify service providers (e.g. neurologists) and assist with appointments and information sharing as needed. In addition, we attend all psychiatric appointments to ensure continuity of care among providers.813-239-8222 2905 East Henry Avenue Tampa, FL 33617 Children must have FL Kidcare Insurance","2905 East Henry Avenue Tampa, FL 33617",27.998829,-82.427727,http://localhost:3000/blue_ribbon/partners/26.json
28,BRIDGES,"BRIDGES, a Just Neighborhood Collaborative, is comprised of multidisciplinary partners offering an array of comprehensive services to youth, families, and pregnant women residing in West Tampa with a specific focus on K-3 students attending Just Elementary School.813-341-9101 ext 2180 1800 North Rome Avenue Tampa, FL 3360733607, youth 0-8 years of age attending Just Elementary and their families, and pregnant women.","1800 North Rome Avenue Tampa, FL 33607",27.9578496,-82.4767202,http://localhost:3000/blue_ribbon/partners/28.json
13,Baby Bungalow,"Early Childhood resource center for new and experienced parents and caregivers with children birth to 5. Featured programs include developmental playgroup for infants, toddlers, preschoolers, playgroups for children with special needs, parent support groups, special topic child development workshops, music playgroups, infant massage class, and infant sign language class. Offered at several locations throughout Hillsborough County, including Plant City, Sulphur Springs, South Tampa, North Tampa, Brandon Town n’ Country, Ruskin, and Ybor City. Baby Bungalow's services are at all Children's Board Family Resource Centers.813-673-4646 ext 1147 3108 West Azeele Street Tampa, FL 33609Universal Access any family","3108 West Azeele Street Tampa, FL 33609",27.9407324,-82.4942862,http://localhost:3000/blue_ribbon/partners/13.json
14,Bay Area Early Steps Program,"Early Steps is a family-centered early intervention system that serves infants and toddlers who are birth to 36 months of age and have significant delays or an established condition that may result in a delay, regardless of their family's income. To be enrolled in the Early Steps Program children must first be found eligible through a screening process. If a child is found eligible, home-based services are located for the child based on their delay by state approved providers. Types of diagnoses serviced: Autism, Down Syndrome, Cerebral Palsy, Spina Bifida, Speech delay, Gross and Fine Motor delays, Behavior Issues, Hearing Impaired and Blindness, Cleft Lip and Cleft Palate, Developmental Delays, Brain Bleeds, Genetic, Neurological, and/or metabolic disorders.Children ages birth to 3 years old, regardless of family income, to be delayed in any one area of development 25% or greater and/or have an established condition that may result in a developmental delay813-974-0602 13101 Bruce B. Downs Boulevard Tampa, FL 33612","13101 Bruce B. Downs Boulevard Tampa, FL 33612",28.0662871,-82.4251655,http://localhost:3000/blue_ribbon/partners/14.json
15,"Behavioral Consulting of Tampa Bay, Inc.","Behavioral Consulting of Tampa Bay, Inc. provides quality behavioral services based on the principles of Applied Behavior Analysis. Our programs are individualized for each child and implemented by teaching procedures proven to be most effective. These include errorless learning, mixing and varying targets, teaching to fluency and interspersing easy and difficult tasks. The primary focus of our Verbal Behavior Programs is to increase language, communication and compliance, while reducing disruptive behavior. Our programs also address skill deficits in the areas of visual performance, receptive language, gross motor and vocal imitation, requesting, labeling and answering questions. Our teaching strategies focus on breaking down a particular skill into small, teachable parts and then providing reinforcement contingencies for successful responses. Services include: Autism/PDD Asperger’s, ADHD/Learning Disabilities, Verbal Behavioral Program (ABA / VB),Problem Behaviors, Workshops/Training, Feeding Therapy, Toilet Training, VPK SiS Program Our fast-paced teaching enables the child to remain focused while maintaining a high level of reinforcement. Every program is specifically tailored for each child and implemented in a distraction-free environment by a trained Behavior Therapist. Our therapists are creative, patient and positive and thoroughly enjoy working with children.18 month olds - 17 year olds813-814-2000 6951 Pistol Range Road Tampa, FL 33635","6951 Pistol Range Road Tampa, FL 33635",28.014905,-82.611512,http://localhost:3000/blue_ribbon/partners/15.json
16,"Behavioral Health Services, Therapeutic Foster Care, Camelot's Therapeutic Foster Care Program","Recruits, trains, and licenses specially trained Therapeutic Foster Parents who care for foster children who exhibit behaviors that require a more structured environment along with therapeutic services. Camelot provides oversight, counseling, and therapeutic services to the children in the home and work with the Foster Parents to provide the best environment for these children. Therapeutic Foster Parents receive support from Camelot including training, respite, crisis on call, and a stipend to care for the children in their home. In-Home Counseling, Camelot's In-Home Counseling Program provides counseling and psychiatric services to clients in their home, school or in the community. Our programs utilize several evidenced based practices including Cognitive Behavioral Therapy, Functional Family Therapy, Multi-Dimensional Family Therapy, and others. The level of service provided to each client and/or their family isbased upon the individual needs of the client. Outpatient Counseling: A lower level of care than In-Home Counseling, Outpatient Counseling is provided in our office locations. Camelot utilizes licensed and master's degree clinicians who prepare individualized treatment plans and work with the client and/or their caregivers to maintain the client in the least restrictive environment. The level of service provided to each client and/or their family is based upon the individual needs of the client. Targeted Case Management. This service is provided to clients who meet certain criteria and need a Case Manager to arrange and monitor the multitude of services being provided. Targeted Case Managers serve as an advocate for the client to assure the most appropriate level of service is being provided. Supported/Enhanced Foster Care, Supported/Enhanced Foster Care is a lower level of care than Therapeutic Foster Care and  often serves as a step down from Therapeutic Foster Care. Supported/Enhanced Foster Care Parents typically receive the same training as Therapeutic Foster Parents and can serve both levels of children. It is preferred that as a child steps down through the levels of Therapeutic Foster Care, they be able to remain in the same home. Camelot provides oversight, counseling, and therapeutic services to the children in the home and work with the Foster Parents to provide the best environment for these children. Therapeutic Foster Parents receive support from Camelot including training, respite, crisis on call, and a stipend to care for the children in their home. Assessment Services, Camelot staff can provide a comprehensive assessment to help a referral source or family determine what services are needed or to help determine the appropriate focus of treatment. Upon completion of the assessment, clients may be referred to a Camelot program or to another appropriate provider. Juvenile Justice Programs, Camelot provides behavioral health overlay services to Juvenile Justice Facilities as well as community based services as part of civil commitment programs and first time offender programs. These services aim to prevent further criminal/court involvement with a goal of maintaining the child in their community813-635-9765 1412 Tech Boulevard Tampa, FL 33619 Children and Families","1412 Tech Boulevard Tampa, FL 33619",27.96497,-82.3303478,http://localhost:3000/blue_ribbon/partners/16.json
17,"Bess The Book Bus, Inc.","Bess the Book Bus is a 501(c)(3) nonprofit mobile literacy outreach dedicated to getting books  in to the homes of underprivileged children and adults in Hillsborough County, one of the largest and ethnically diverse counties in the state with a population over 1 million. While administrative offices are located in South Tampa, the program itself is mobile, allowing a broader reach. Bess the Book Bus serves those with the most economic need, traveling to schools, hospitals, day cares and nursing homes giving away books and reading to children most in need of enrichment services and often works in tandem with the goals of Title I Homeless School Resource workers by accessing the most needed supply reading material. ,The organization's main goal is to provide reading activities and free books to those in need and currently serves at five Head Start Programs with at least 48% of its students being on the free/reduced lunch program, a day care facility that is subsidized, Tampa General Hospital, Ronald McDonald House, and Bayshore Pointe Assisted Care. Our clients are unable to purchase books due to both financial need and mobility constrictions. Bess the Book Bus, Inc. mobile unit maintains that adequate access to educational material, including books must go beyond the library system and bookstore purchases as these venues are off limits to many children (lack of transportation to area, lack of funds to purchase books, lack of permanent address to obtain a library card).2920 West Avenuerill Avenue Tampa, FL 33611","2920 West Avenuerill Avenue Tampa, FL 33611",27.890814,-82.5023464,http://localhost:3000/blue_ribbon/partners/17.json
19,Best Buddies High School,"Matches students with intellectual disabilities with other high school students and creates one- to-one friendships between them. By introducing Best Buddies to public and private high schools, we are crossing the invisible line that too often separates those with disabilities from those without.An individual is considered to have intellectual disabilities based on the following three criteria: Intellectual functioning level (IQ) is below 70-75, significant limitations exist in two or more adaptive skills areas, and the condition is present from childhood (defined as age 18 or less). 813 254-9025 1211 North Westshore Boulevard Tampa, FL 33607","1211 North Westshore Boulevard Tampa, FL 33607",27.9538933,-82.5240766,http://localhost:3000/blue_ribbon/partners/19.json
20,Best Buddies Middle School,"Matches students with intellectual disabilities with other middle school students and creates one-to-one friendships between them. In today's middle schools, students with intellectual disabilities enter the same building and walk the same hallways as their peers, but are very often left out of social activities.An individual is considered to have intellectual disabilities based on the following three criteria: Intellectual functioning level (IQ) is below 70-75, significant limitations exist in two or more adaptive skills areas, and the condition is present from childhood (defined as age 18 or less). 813 254-9025 1211 North Westshore Boulevard Tampa, FL 33607","1211 North Westshore Boulevard Tampa, FL 33607",27.9538933,-82.5240766,http://localhost:3000/blue_ribbon/partners/20.json
18,Best Buddies eBuddies,"Creates respective email friendships between people with and without intellectual disabilities. Using the technology of email, Best Buddies brings additional unconventional opportunities to people with intellectual disabilities through eBuddies. Visit our web site, www.ebuddies.org, to find out more.An individual is considered to have intellectual disabilities based on the following three criteria: Intellectual functioning level (IQ) is below 70-75, significant limitations exist in two or more adaptive skills areas, and the condition is present from childhood (defined as age 18 or less). 813 254-9025 1211 North Westshore Boulevard Tampa, FL 33607","1211 North Westshore Boulevard Tampa, FL 33607",27.9538933,-82.5240766,http://localhost:3000/blue_ribbon/partners/18.json
21,BethEl Farmworker Ministry,"Provides emergency food, food bank, referral, clothing, education (GED, ESOL, Charter School,) legal aid, and immigration issues. BethEl Mission helps farmworkers achieve self-sufficiency through its open opportunities to worship, its extensive educational programs, and the many services it provides to meet basic needs. ,Core programs include: Food Pantry, Served Meals, Child Care Nursery, Christmas Toys, School Supplies, Back To School Preparation, Summer Camp, Recovery Programs, Support Programs, Field Trips For Children, Worship, Bible Study, Youth Group, Sunday School, Pastoral Counseling. The following are partnered offered programs and not services provided by BethEl Ministries: CHARTER SCHOOL: Bilingual education for elementary grades K-4, and middle school grade 8. Year round school helps many children succeed for the first time in their lives. The school presently serves 120 students per year. ADULT EDUCATION: English lessons, High School Equivalency Diplomas, and Vocational Training provided in a motivational atmosphere. While parents study, children learn in the adjacent preschool program. HOUSING ASSISTANCE: An opportunity to qualify for a new home,procure renovation grants, or receive emergency assistance. HEALTH OUTREACH: Health screening and referrals, safety training, AIDS information. LEGAL SERVICES: Two lawyers and support staff provide pro bono help with civil issues including domestic violence, employer issues, landlord problems, and contract review and offer guidance to community organizations, BEHAVIORAL CHANGE: Poco Hijos Para Darles Mas (Have fewer children, give them more), program teaches responsible parenting and includes a parent coached children’s soccer league. 813 633-1548, 18240 US 301 South Wimauma, FL 33598Open have to life in South Hillsborough","18240 US 301 South Wimauma, FL 33598",27.662732,-82.3638514,http://localhost:3000/blue_ribbon/partners/21.json
22,Bethune Recreation Center,"The center partnerships with the Boys & Girls Club of Tampa Bay and the Redlands Migrant Christians Association’s Success Center, Bethune Park offers a complete program for the youth of Wimauma in South County. These programs include sports and recreation, afterschool activities, along with drug, alcohol, gang, and teen pregnancy prevention programs. Bethune serves an emergency shelter for the homeless during cold weather conditions. The park features two basketball courts, a soccer field, a softball field and sand volleyball court.813-671-7618 5809 Edina Street Wimauma, FL 33598","5809 Edina Street Wimauma, FL 33598",27.716476,-82.299314,http://localhost:3000/blue_ribbon/partners/22.json
23,"Big Brothers Big Sisters of Tampa Bay, Inc","Big Brothers Big Sisters of Tampa Bay, Inc. provides children facing adversity with strong and enduring professionally supported one-to-one relationships that change their lives for the better, forever. Big Brothers Big Sisters of Tampa Bay provides mentors for children primarily from single-parent homes. Big Brothers Big Sisters of Tampa Bay enrolls new children ages 5-12 into the program. Children can remain matched in the program with a mentor until they graduate from high school. Big Brothers has two programs, community-based and site-based. Big Brothers Big Sisters of Tampa Bay, Inc. has several special grant funded programs to work with children with an incarcerated parent, children at greater risk of being involved in the juvenile justice system, and children who have witnessed domestic violence.  Big Brothers Big Sisters also has a gender specific program specifically to serve girls.813-769-3600 711 South Dale Mabry Highway Tampa, FL 33609 Call Office for eligibility requirements","711 South Dale Mabry Highway Tampa, FL 33609",27.936918,-82.506746,http://localhost:3000/blue_ribbon/partners/23.json
25,Blind Children and Families Program,"The Blind Babies Program was established to provide community-based early intervention education for children from birth through five years of age who are blind or visually impaired, and for their parents, families, and caregivers. The program promotes early development with a special emphasis on vision skills to minimize developmental delays. This education lays the groundwork for future learning by helping a child progress through normal developmental stages. It teaches children to discover and to make the best use of their skills for future success in school. The program helps ensure that visually impaired and blind children enter school as ready to learn as their sighted classmates. It also links children and their families to other available resources that could assist these families in the future. Early intervention services offered through the Blind Babies Program are delivered by community-based provider organizations. Services Specific services from birth through age two include: Family involvement Attachment, communication, and social skills Childcare routines Motor, orientation and  mobility Sensory development, touch and hearing (compensatory skills) Interaction with objects (play, cognition and concept development) Early literacy experiences Specific services from age three through five include: Interaction with people (language, social skills and play, behavior  and mannerisms) Early literacy experiences and learning media Self-care and independence Orientation and mobility Cognition and concept development Assessment, Individualized Education Plan (IEP), program planning and transitioning The Florida Blind Services and its community partners have established outcomes relating to the children’s age appropriate developmental stages. These outcomes include: Knowledge of assistive technology Proficiency in daily living activities Ability to participate in preschool and school Participation in their communities Ability to be literate Eligibility There are only two criteria for eligibility: The child must have the presence of a bilateral visual impairment which, with best correction for that individual, constitutes or results in a substantial impediment to the child’s ability to learn, function independently, or to become employed, and A reasonable expectation that services may benefit the child and family in terms of education, independence, and transition. It is preferred the child have a Social Security Number, legal status in the United States, and Florida residency at least six months of the year. Plan An individualized plan for services will be developed for each child. The plan may take the form of: A Family Support Plan, An Individualized Education Plan, An Early Intervention Plan, and/or A DBS Individual Plan for Services. Florida's Response to the National Agenda: The National Agenda is a grassroots effort by professionals and parents to ensure that children with visual impairments, including those with multiple disabilities, are not left behind or overlooked in today’s fast-paced and generic service delivery model. The National Agenda consists of ten goals. Florida has developed a statewide workgroup whose mission is to create a shared vision, an agenda, and an ongoing plan of action for Florida that closely aligns with the National Agenda for the Education of Children and Youths with Visual Impairments, Including those with Multiple Disabilities.813-871-7190 415 South Armenia Avenue Tampa, FL 33609Totally blind or visually impaired children with specifically diagnosed eye conditions must have problems with both eyes","415 South Armenia Avenue Tampa, FL 33609",27.940141,-82.485569,http://localhost:3000/blue_ribbon/partners/25.json
27,Bolesta Center,"Provides auditory Verbal Therapy (teaches deaf to speak without sign language), hearing impaired education program, hearing impaired with speech, and speech disorders education program. One on one teacher, student, parents (per hour basis). Teaches parent how to help student in language acquisition. Minimum one hour per week. Our mission at the Bolesta  Center is exactly the same as yours: To give your deaf or hard-of-hearing child the ability to live a normal, independent life in a hearing and speaking world. And we mean independent free from the burden of being considered handicapped, or special, or as impaired in any way. We do not teach lip-reading. Or sign language. Or any other special education technique typically reserved for the deaf. Instead, we teach your child how to listen using high-powered hearing aids or cochlear implants. It's called the Auditory Verbal Approach. Through our individualized habilitation program, children learn to hear and speak normally to use regular telephones, go to regular schools, and, well, just be regular kids.813-974-5733 4202 East Fowler Avenue Tampa, FL 33620 General public","4202 East Fowler Avenue Tampa, FL 33620",28.0545788,-82.4136184,http://localhost:3000/blue_ribbon/partners/27.json
1,CHEER Counseling,"Services are NOT Free: Group session: $20Student, intern counselors $25-$50, licensed counselor: $65-100 (based on your income, Clinical psychologist: $125Relationship, depression, anxiety, anger, substance abuse, trauma. Individuals, couples, children and adolescents. Psychological testing for gifted, ADHD or other school problems. Groups for parenting, children, and women. Now offering In-Home counseling. Desire to resolve problems and improve your life.813-662-4214 339 East Robertson Street, Brandon FL, 33511","339 East Robertson Street, Brandon FL, 33511",27.9358004,-82.2807026,http://localhost:3000/blue_ribbon/partners/1.json
